5.234375000000000000e-01,8.984375000000000000e-01,1.320312500000000000e+00
1.335937500000000000e+00,8.984375000000000000e-01,1.320312500000000000e+00
5.234375000000000000e-01,1.148437500000000000e+00,1.320312500000000000e+00
5.234375000000000000e-01,8.984375000000000000e-01,9.453125000000000000e-01
1.335937500000000000e+00,1.148437500000000000e+00,9.453125000000000000e-01
1.023437500000000000e+00,1.398437500000000000e+00,8.203125000000000000e-01
8.359375000000000000e-01,1.398437500000000000e+00,8.203125000000000000e-01
1.023437500000000000e+00,6.484375000000000000e-01,8.203125000000000000e-01
1.023437500000000000e+00,1.398437500000000000e+00,1.445312500000000000e+00
8.359375000000000000e-01,6.484375000000000000e-01,1.445312500000000000e+00
1.273437500000000000e+00,6.484375000000000000e-01,1.070312500000000000e+00
1.085937500000000000e+00,6.484375000000000000e-01,1.070312500000000000e+00
1.273437500000000000e+00,8.984375000000000000e-01,1.070312500000000000e+00
1.273437500000000000e+00,6.484375000000000000e-01,1.195312500000000000e+00
1.085937500000000000e+00,8.984375000000000000e-01,1.195312500000000000e+00
7.734375000000000000e-01,1.148437500000000000e+00,5.703125000000000000e-01
5.859375000000000000e-01,1.148437500000000000e+00,5.703125000000000000e-01
7.734375000000000000e-01,1.398437500000000000e+00,5.703125000000000000e-01
7.734375000000000000e-01,1.148437500000000000e+00,6.953125000000000000e-01
5.859375000000000000e-01,1.398437500000000000e+00,6.953125000000000000e-01
8.984375000000000000e-01,5.234375000000000000e-01,9.453125000000000000e-01
7.109375000000000000e-01,5.234375000000000000e-01,9.453125000000000000e-01
8.984375000000000000e-01,1.273437500000000000e+00,9.453125000000000000e-01
8.984375000000000000e-01,5.234375000000000000e-01,8.203125000000000000e-01
7.109375000000000000e-01,1.273437500000000000e+00,8.203125000000000000e-01
1.398437500000000000e+00,1.023437500000000000e+00,1.445312500000000000e+00
1.210937500000000000e+00,1.023437500000000000e+00,1.445312500000000000e+00
1.398437500000000000e+00,7.734375000000000000e-01,1.445312500000000000e+00
1.398437500000000000e+00,1.023437500000000000e+00,1.320312500000000000e+00
1.210937500000000000e+00,7.734375000000000000e-01,1.320312500000000000e+00
1.148437500000000000e+00,7.734375000000000000e-01,6.953125000000000000e-01
9.609375000000000000e-01,7.734375000000000000e-01,6.953125000000000000e-01
1.148437500000000000e+00,5.234375000000000000e-01,6.953125000000000000e-01
1.148437500000000000e+00,7.734375000000000000e-01,1.070312500000000000e+00
9.609375000000000000e-01,5.234375000000000000e-01,1.070312500000000000e+00
6.484375000000000000e-01,1.273437500000000000e+00,1.195312500000000000e+00
1.460937500000000000e+00,1.273437500000000000e+00,1.195312500000000000e+00
6.484375000000000000e-01,1.023437500000000000e+00,1.195312500000000000e+00
6.484375000000000000e-01,1.273437500000000000e+00,5.703125000000000000e-01
1.460937500000000000e+00,1.023437500000000000e+00,5.703125000000000000e-01
7.109375000000000000e-01,7.109375000000000000e-01,6.328125000000000000e-01
1.148437500000000000e+00,7.109375000000000000e-01,6.328125000000000000e-01
7.109375000000000000e-01,7.109375000000000000e-01,6.328125000000000000e-01
7.109375000000000000e-01,7.109375000000000000e-01,6.328125000000000000e-01
1.148437500000000000e+00,7.109375000000000000e-01,6.328125000000000000e-01
1.210937500000000000e+00,1.210937500000000000e+00,1.132812500000000000e+00
6.484375000000000000e-01,1.210937500000000000e+00,1.132812500000000000e+00
1.210937500000000000e+00,1.210937500000000000e+00,1.132812500000000000e+00
1.210937500000000000e+00,1.210937500000000000e+00,1.132812500000000000e+00
6.484375000000000000e-01,1.210937500000000000e+00,1.132812500000000000e+00
1.460937500000000000e+00,9.609375000000000000e-01,8.828125000000000000e-01
1.398437500000000000e+00,9.609375000000000000e-01,8.828125000000000000e-01
1.460937500000000000e+00,1.460937500000000000e+00,8.828125000000000000e-01
1.460937500000000000e+00,9.609375000000000000e-01,1.382812500000000000e+00
1.398437500000000000e+00,1.460937500000000000e+00,1.382812500000000000e+00
9.609375000000000000e-01,1.460937500000000000e+00,1.382812500000000000e+00
8.984375000000000000e-01,1.460937500000000000e+00,1.382812500000000000e+00
9.609375000000000000e-01,9.609375000000000000e-01,1.382812500000000000e+00
9.609375000000000000e-01,1.460937500000000000e+00,8.828125000000000000e-01
8.984375000000000000e-01,9.609375000000000000e-01,8.828125000000000000e-01
8.359375000000000000e-01,8.359375000000000000e-01,1.007812500000000000e+00
7.734375000000000000e-01,8.359375000000000000e-01,1.007812500000000000e+00
8.359375000000000000e-01,8.359375000000000000e-01,1.007812500000000000e+00
8.359375000000000000e-01,8.359375000000000000e-01,5.078125000000000000e-01
7.734375000000000000e-01,8.359375000000000000e-01,5.078125000000000000e-01
1.335937500000000000e+00,1.335937500000000000e+00,5.078125000000000000e-01
1.273437500000000000e+00,1.335937500000000000e+00,5.078125000000000000e-01
1.335937500000000000e+00,1.335937500000000000e+00,5.078125000000000000e-01
1.335937500000000000e+00,1.335937500000000000e+00,1.007812500000000000e+00
1.273437500000000000e+00,1.335937500000000000e+00,1.007812500000000000e+00
1.085937500000000000e+00,5.859375000000000000e-01,1.257812500000000000e+00
5.234375000000000000e-01,5.859375000000000000e-01,1.257812500000000000e+00
1.085937500000000000e+00,1.085937500000000000e+00,1.257812500000000000e+00
1.085937500000000000e+00,5.859375000000000000e-01,1.257812500000000000e+00
5.234375000000000000e-01,1.085937500000000000e+00,1.257812500000000000e+00
5.859375000000000000e-01,1.085937500000000000e+00,7.578125000000000000e-01
1.023437500000000000e+00,1.085937500000000000e+00,7.578125000000000000e-01
5.859375000000000000e-01,5.859375000000000000e-01,7.578125000000000000e-01
5.859375000000000000e-01,1.085937500000000000e+00,7.578125000000000000e-01
1.023437500000000000e+00,5.859375000000000000e-01,7.578125000000000000e-01
6.171875000000000000e-01,6.171875000000000000e-01,1.164062500000000000e+00
9.921875000000000000e-01,6.171875000000000000e-01,1.164062500000000000e+00
6.171875000000000000e-01,1.429687500000000000e+00,1.164062500000000000e+00
6.171875000000000000e-01,6.171875000000000000e-01,1.039062500000000000e+00
